Date,Rank,Streams,Singer,Song Title,feat,Extras,Christmas
2019-11-13,8,"254,846",Lewis Capaldi,Someone You Loved,,,N
2019-11-13,9,"254,352","Meduza, Becky Hill, Goodboys",Lose Control,,,N
2019-11-13,10,"240,959",Arizona Zervas,Roxanne,,,N
2019-11-13,11,"240,490",Blackbear,Hot Girl Bummer,,,N
2019-11-13,12,"238,863",Selena Gomez,Lose You To Love Me,,,N
2019-11-13,13,"234,701",Maroon 5,Memories,,,N
2019-11-13,14,"234,627",Travis Scott,Highest In The Room,,,N
2019-11-13,15,"230,619",Harry Styles,Lights Up,,,N
2019-11-13,16,"229,769",Dave,Professor X,,,N
2019-11-13,17,"228,756","Riton, Oliver Heldens",Turn Me On,Feat. Vula,,N
2019-11-13,18,"204,275",Fredo,Netflix & Chill,,,N
2019-11-13,19,"204,157",Lewis Capaldi,Bruises,,,N
2019-11-13,20,"201,016",Dermot Kennedy,Outnumbered,,,N
2019-11-13,21,"200,039",Aitch,Buss Down,Feat. Ziezie,,N
2019-11-13,22,"197,800","Jorja Smith, Burna Boy",Be Honest,,,N
2019-11-13,23,"188,859",Dave,Paper Cuts,,,N
2019-11-13,24,"187,556",Kanye West,Follow God,,,N
2019-11-13,25,"182,994",Aj Tracey,Ladbroke Grove,,,N
2019-11-13,26,"181,866",Aitch,Taste,Make It Shake,,N
2019-11-13,27,"178,181",Joel Corry,Sorry,,,N
2019-11-13,28,"176,876",Niall Horan,Nice To Meet Ya,,,N
2019-11-13,29,"172,014",Young T Bugsey,Strike A Pose,Feat. Aitch,,N
2019-11-13,30,"170,606","Kygo, Whitney Houston",Higher Love,,,N
2019-11-13,31,"170,231",Young T Bugsey,Don't Rush,Feat. Headie One,,N
2019-11-13,32,"168,819",Camila Cabello,Liar,,,N
2019-11-13,33,"166,056",Lizzo,Good As Hell,Feat. Ariana Grande,- Remix,N
2019-11-13,34,"158,918",Ti&Euml;Sto,God Is A Dancer,With Mabel,,N
2019-11-13,35,"155,682",Ed Sheeran,Beautiful People,Feat. Khalid,,N
2019-11-13,36,"150,732",Headie One,Both,,,N
2019-11-13,37,"146,624",Jax Jones,This Is Real,Ft. Ella Henderson,,N
2019-11-13,38,"143,434",Dominic Fike,3 Nights,,,N
2019-11-13,39,"141,919",Dave,Location,Feat. Burna Boy,,N
2019-11-13,40,"141,109","Shawn Mendes, Camila Cabello",Se&Ntilde;Orita,,,N
2019-11-13,41,"140,458",Poundz,Opp Thot,,,N
2019-11-13,42,"139,744","Lauv, Anne-marie","Fuck, I'm Lonely",,,N
2019-11-13,43,"134,270",Ed Sheeran,I Don't Care,With Justin Bieber,,N
2019-11-13,44,"132,245",Sam Feldt,Post Malone,Feat. Rani,,N
2019-11-13,45,"131,778","Darkoo, One Acen",Gangsta,,,N
2019-11-13,46,"130,826",Lil Tecca,Ransom,,,N
2019-11-13,47,"126,205",Ed Sheeran,Take Me Back To London,Feat. Stormzy,,N
2019-11-13,48,"125,381",Billie Eilish,Bad Guy,,,N
2019-11-13,49,"123,100",Sam Smith,How Do You Sleep?,,,N
2019-11-13,50,"121,168",Dan + Shay,"10,000 Hours",With Justin Bieber,,N
2019-11-13,51,"111,895",Mist,So High,Feat. Fredo,,N
2019-11-13,52,"109,651",Stormzy,Vossi Bop,,,N
2019-11-13,53,"104,794",Lewis Capaldi,Hold Me While You Wait,,,N
2019-11-13,54,"104,264","Krept Konan, D-block Europe, Ling Hussle",Tell Me,,,N
2019-11-13,55,"104,011",Selena Gomez,Look At Her Now,,,N
2019-11-13,56,"101,512","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2019-11-13,57,"100,113",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-11-13,58,"100,075",Endor,Pump It Up,,,N
2019-11-13,59,"97,660",Juice Wrld,Bandit,With Youngboy Never Broke Again,,N
2019-11-13,60,"96,424",Halsey,Graveyard,,,N
2019-11-13,61,"94,768",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-11-13,62,"94,740","M Huncho, Nafe Smallz",Thumb,,,N
2019-11-13,63,"94,577",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-11-13,64,"94,487","Aj Tracey, Skepta",Kiss And Tell,,,N
2019-11-13,65,"92,683",Lizzo,Truth Hurts,,,N
2019-11-13,66,"92,543","Sigala, Ella Henderson",We Got Love,,,N
2019-11-13,67,"91,930",Shaed,Trampoline,With Zayn,,N
2019-11-13,68,"88,775","Dave, Aj Tracey",Thiago Silva,,,N
2019-11-13,69,"88,440","Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, Jay1",Keisha & Becky - Remix,,,N
2019-11-13,70,"87,939",Coldplay,Orphans,,,N
2019-11-13,71,"86,803",Chris Brown,No Guidance,Feat. Drake,,N
2019-11-13,72,"86,538",Tom Walker,Better Half Of Me,,,N
2019-11-13,73,"84,539","Meduza, Goodboys",Piece Of Your Heart,,,N
2019-11-13,74,"81,018","Krept Konan, Wizkid",G Love,,,N
2019-11-13,75,"80,470",The Killers,Mr. Brightside,,,N
2019-11-13,76,"80,112",Normani,Motivation,,,N
2019-11-13,77,"79,793",Nsg,Trust Issues,,,N
2019-11-13,78,"79,676",Raye,Love Me Again,With Jess Glynne,,N
2019-11-13,79,"79,358",Wham!,Last Christmas,,,Y
2019-11-13,80,"79,318",Ant Saunders,Yellow Hearts,,,N
2019-11-13,81,"79,141","Y2k, Bbno$",Lalala,,,N
2019-11-13,82,"78,017",D-block Europe,Home P*Ssy,,,N
2019-11-13,83,"77,877",Lil Tjay,F.N,,,N
2019-11-13,84,"77,593",Post Malone,Take What You Want,Feat. Ozzy Osbourne & Travis Scott,,N
2019-11-13,85,"77,411","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-11-13,86,"76,358",Lil Nas X,Panini,,,N
2019-11-13,87,"74,266","Dave, Fredo",Funky Friday,,,N
2019-11-13,88,"73,811",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-11-13,89,"73,662",Lizzo,Good As Hell,,,N
2019-11-13,90,"73,535",Ynw Melly,223's,Feat. 9lokknine,,N
2019-11-13,91,"73,041",Summer Walker,Playing Games,With Bryson Tiller,- Extended Version,N
2019-11-13,92,"72,460",Ariana Grande,Bad To You,With Normani & Nicki Minaj,,N
2019-11-13,93,"72,310",Tory Lanez,Jerry Sprunger,With T-pain,,N
2019-11-13,94,"72,181",The Script,The Last Time,,,N
2019-11-13,95,"72,003",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-11-13,96,"71,721","Nsg, Tion Wayne",Options,,,N
2019-11-13,97,"71,372",Stormzy,Wiley Flow,,,N
2019-11-13,98,"71,151",Taylor Swift,Lover,Remix,[Feat. Shawn Mendes],N
2019-11-13,99,"69,503",Young Thug,Hot,Remix,[Feat. Gunna And Travis Scott],N
2019-11-13,100,"69,429",Lewis Capaldi,Grace,,,N
2019-11-13,101,"69,272",Lil Mosey,Stuck In A Dream,Feat. Gunna,,N
2019-11-13,102,"68,228","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-11-13,103,"65,837",Ava Max,Sweet But Psycho,,,N
2019-11-13,104,"64,834","Major Lazer, Khalid, Death Stranding: Timefall, Diplo",Trigger,,,N
2019-11-13,105,"64,412",Post Malone,Wow.,,,N
2019-11-13,106,"64,052",George Ezra,Shotgun,,,N
2019-11-13,107,"64,030",Mabel,Mad Love,,,N
2019-11-13,108,"63,911",Ariana Grande,Don't Call Me Angel,Charlie's Angels,(With Miley Cyrus & Lana Del Rey),N
2019-11-13,109,"63,223",Sam Smith,I Feel Love,,,N
2019-11-13,110,"62,281",Mabel,Don't Call Me Up,,,N
2019-11-13,111,"62,226",Lil Baby,Woah,,,N
2019-11-13,112,"62,179",James Arthur,Say You Won't Let Go,,,N
2019-11-13,113,"62,150","Hardy Caprio, Digdat",Guten Tag,,,N
2019-11-13,114,"61,986",Freya Ridings,Castles,,,N
2019-11-13,115,"61,831",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-11-13,116,"61,210",Queen,Bohemian Rhapsody - Remastered 2011,,,N
2019-11-13,117,"60,835",Oasis,Wonderwall - Remastered,,,N
2019-11-13,118,"60,689",Billie Eilish,When The Party's Over,,,N
2019-11-13,119,"60,157",Aj Tracey,Butterflies,Feat. Not3s,,N
2019-11-13,120,"60,008",Young Thug,The London,Feat. J. Cole & Travis Scott,,N
2019-11-13,121,"59,215",Travis Scott,Sicko Mode,,,N
2019-11-13,122,"58,113",Ariana Grande,Boyfriend,With Social House,,N
2019-11-13,123,"58,046",Dave,Disaster,Feat. J Hus,,N
2019-11-13,124,"57,622",Tom Walker,Just You And I,,,N
2019-11-13,125,"57,526",Jay1,Mocking It,,,N
2019-11-13,126,"57,522",Ariana Grande,7 Rings,,,N
2019-11-13,127,"57,231",Billie Eilish,Lovely,With Khalid,,N
2019-11-13,128,"57,042","Sigala, Becky Hill",Wish You Well,,,N
2019-11-13,129,"57,012",Juice Wrld,Lucid Dreams,,,N
2019-11-13,130,"56,639",Ariana Grande,Santa Tell Me,,,Y
2019-11-13,131,"56,532",Jax Jones,Harder,With Bebe Rexha,,N
2019-11-13,132,"56,212",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-11-13,133,"55,999",Jonas Brothers,Sucker,,,N
2019-11-13,134,"55,961",Lil Tecca,Love Me,,,N
2019-11-13,135,"55,847",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-11-13,136,"55,827",Zedd,Good Thing,With Kehlani,,N
2019-11-13,137,"55,658","Marshmello, Bastille",Happier,,,N
2019-11-13,138,"55,647",Taylor Swift,Lover,,,N
2019-11-13,139,"55,617",Ariana Grande,"Thank U, Next",,,N
2019-11-13,140,"55,487",Drake,Behind Barz - Bonus,,,N
2019-11-13,141,"54,526","D-block Europe, Lil Baby",Nookie,,,N
2019-11-13,142,"54,263",Post Malone,Hollywood's Bleeding,,,N
2019-11-13,143,"53,821",Post Malone,Saint-tropez,,,N
2019-11-13,144,"53,795",Ali Gatie,It's You,,,N
2019-11-13,145,"53,234",Dean Lewis,Be Alright,,,N
2019-11-13,146,"52,774",Ed Sheeran,Cross Me,Feat. Chance The Rapper & Pnb Rock,,N
2019-11-13,147,"52,669",Katy Perry,Harleys In Hawaii,,,N
2019-11-13,148,"52,641",Bts,Make It Right,Feat. Lauv,,N
2019-11-13,149,"52,635",Tion Wayne,2 On 2 - Tion Wayne X Jay1,,,N
2019-11-13,150,"52,560",Katy Perry,Never Really Over,,,N
2019-11-13,151,"52,540",Noah Cyrus,July,,,N
2019-11-13,152,"52,442",Gerry Cinnamon,Sometimes,,,N
2019-11-13,153,"52,400",Anne-marie,2002,,,N
2019-11-13,154,"52,379",Tame Impala,The Less I Know The Better,,,N
2019-11-13,155,"52,371",D-block Europe,Kitchen Kings,,,N
2019-11-13,156,"52,320",Gerry Cinnamon,Belter,,,N
2019-11-13,157,"52,047",Vance Joy,Riptide,,,N
2019-11-13,158,"51,960","Diplo, Jonas Brothers",Lonely,,,N
2019-11-13,159,"51,783",James Arthur,Quite Miss Home,,,N
2019-11-13,160,"51,747","Cadet, Deno",Advice,,,N
2019-11-13,161,"51,725",Queen,Don't Stop Me Now - Remastered 2011,,,N
2019-11-13,162,"51,175",Taylor Swift,You Need To Calm Down,,,N
2019-11-13,163,"51,160",A Boogie Wit Da Hoodie,Swervin,Feat. 6ix9ine,,N
2019-11-13,164,"51,112",Becky Hill,I Could Get Used To This,With Weiss,,N
2019-11-13,165,"51,074",Shawn Mendes,If I Can't Have You,,,N
2019-11-13,166,"51,024",Ed Sheeran,Shape Of You,,,N
2019-11-13,167,"50,884",Panic! At The Disco,High Hopes,,,N
2019-11-13,168,"50,874","Internet Money, Lil Tecca, A Boogie Wit Da Hoodie",Somebody,,,N
2019-11-13,169,"50,842",Gerry Cinnamon,Canter,,,N
2019-11-13,170,"50,588",Post Malone,Better Now,,,N
2019-11-13,171,"50,467",Summer Walker,Come Thru,With Usher,,N
2019-11-13,172,"50,256",Stormzy,Crown,,,N
2019-11-13,173,"49,797","Bring Me The Horizon, Death Stranding: Timefall",Ludens,,,N
2019-11-13,174,"49,756","Ti&Euml;Sto, Jonas Blue, Rita Ora",Ritual,,,N
2019-11-13,175,"49,625",D-block Europe,Outside,,,N
2019-11-13,176,"49,593",Journey,Don't Stop Believin',,,N
2019-11-13,177,"49,182","Hardy Caprio, One Acen",Best Life,,,N
2019-11-13,178,"49,166",Oasis,Don't Look Back In Anger - Remastered,,,N
2019-11-13,179,"48,962",Toto,Africa,,,N
2019-11-13,180,"48,935",Fleetwood Mac,Everywhere - 2017 Remaster,,,N
2019-11-13,181,"48,897",Doja Cat,Candy,,,N
2019-11-13,182,"48,736",Calum Scott,Dancing On My Own,,,N
2019-11-13,183,"48,690","Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,,,N
2019-11-13,184,"48,670",Ed Sheeran,Perfect,,,N
2019-11-13,185,"48,659",Jonas Blue,What I Like About You,Feat. Theresa Rex,,N
2019-11-13,186,"48,334",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2019-11-13,187,"48,133",Elton John,Rocket Man,"I Think It's Going To Be A Long, Long Time",,N
2019-11-13,188,"48,085",Martin Garrix,Used To Love,With Dean Lewis,,N
2019-11-13,189,"48,049",Toploader,Dancing In The Moonlight,,,N
2019-11-13,190,"47,895",Imagine Dragons,Believer,,,N
2019-11-13,191,"47,828",Arctic Monkeys,Do I Wanna Know?,,,N
2019-11-13,192,"47,731",Ynw Melly,Murder On My Mind,,,N
2019-11-13,193,"47,622",Post Malone,I Fall Apart,,,N
2019-11-13,194,"47,530",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2019-11-13,195,"47,380",Ed Sheeran,Take Me Back To London,Remix,"[Feat. Stormzy, Jaykae & Aitch]",N
2019-11-13,196,"47,309",Sam Smith,Dancing With A Stranger,With Normani,,N
2019-11-13,197,"47,185",Lizzo,Juice,,,N
2019-11-13,198,"47,129",Snow Patrol,Chasing Cars,,,N
2019-11-13,199,"46,793","The Chainsmokers, Illenium",Takeaway,Feat. Lennon Stella,,N
2019-11-13,200,"46,596",Billie Eilish,All The Good Girls Go To Hell,,,N
2019-11-14,1,"589,196",Tones And I,Dance Monkey,,,N
2019-11-14,2,"422,232",Dua Lipa,Don't Start Now,,,N
2019-11-14,3,"324,050",Billie Eilish,Everything I Wanted,,,N
2019-11-14,4,"321,968",Regard,Ride It,,,N
2019-11-14,5,"295,481",Post Malone,Circles,,,N
2019-11-14,6,"288,142",Ed Sheeran,South Of The Border,Feat. Camila Cabello & Cardi B,,N
2019-11-14,7,"258,821","Meduza, Becky Hill, Goodboys",Lose Control,,,N
2019-11-14,8,"258,498",Ksi,Down Like That,"Feat. Rick Ross, Lil Baby & S-x",,N
2019-11-14,9,"257,071",J Hus,Must Be,,,N
2019-11-14,10,"252,162",Lewis Capaldi,Someone You Loved,,,N
2019-11-14,11,"250,721",Arizona Zervas,Roxanne,,,N
2019-11-14,12,"245,937",Blackbear,Hot Girl Bummer,,,N
2019-11-14,13,"239,955",Selena Gomez,Lose You To Love Me,,,N
2019-11-14,14,"239,092",Dave,Professor X,,,N
2019-11-14,15,"239,050",Maroon 5,Memories,,,N
2019-11-14,16,"230,859",Travis Scott,Highest In The Room,,,N
2019-11-14,17,"227,378",Harry Styles,Lights Up,,,N
2019-11-14,18,"219,528","Riton, Oliver Heldens",Turn Me On,Feat. Vula,,N
2019-11-14,19,"206,902",Lewis Capaldi,Bruises,,,N
2019-11-14,20,"199,513",Aitch,Buss Down,Feat. Ziezie,,N
2019-11-14,21,"198,361",Fredo,Netflix & Chill,,,N
2019-11-14,22,"194,106","Jorja Smith, Burna Boy",Be Honest,,,N
2019-11-14,23,"190,056",Dermot Kennedy,Outnumbered,,,N
2019-11-14,24,"181,340",Aitch,Taste,Make It Shake,,N
2019-11-14,25,"181,294",Kanye West,Follow God,,,N
2019-11-14,26,"179,701",Dave,Paper Cuts,,,N
2019-11-14,27,"179,053",Aj Tracey,Ladbroke Grove,,,N
2019-11-14,28,"175,642",Niall Horan,Nice To Meet Ya,,,N
2019-11-14,29,"174,254",Joel Corry,Sorry,,,N
2019-11-14,30,"170,306",Lizzo,Good As Hell,Feat. Ariana Grande,- Remix,N
2019-11-14,31,"169,801",Young T Bugsey,Strike A Pose,Feat. Aitch,,N
2019-11-14,32,"168,201","Kygo, Whitney Houston",Higher Love,,,N
2019-11-14,33,"167,698",Camila Cabello,Liar,,,N
2019-11-14,34,"166,678",Young T Bugsey,Don't Rush,Feat. Headie One,,N
2019-11-14,35,"159,807",Ti&Euml;Sto,God Is A Dancer,With Mabel,,N
2019-11-14,36,"152,912",Ed Sheeran,Beautiful People,Feat. Khalid,,N
2019-11-14,37,"150,057",Headie One,Both,,,N
2019-11-14,38,"145,438",Jax Jones,This Is Real,Ft. Ella Henderson,,N
2019-11-14,39,"141,883",Dave,Location,Feat. Burna Boy,,N
2019-11-14,40,"141,725",Lauv,"Fuck, I'm Lonely",With Anne-marie,- From &Ldquo;13 Reasons Why: Season 3&Rdquo;,N
2019-11-14,41,"139,971",Poundz,Opp Thot,,,N
2019-11-14,42,"139,600",Dominic Fike,3 Nights,,,N
2019-11-14,43,"138,343","Shawn Mendes, Camila Cabello",Se&Ntilde;Orita,,,N
2019-11-14,44,"132,693",Billie Eilish,Bad Guy,,,N
2019-11-14,45,"132,206",Ed Sheeran,I Don't Care,With Justin Bieber,,N
2019-11-14,46,"130,490",Sam Feldt,Post Malone,Feat. Rani,,N
2019-11-14,47,"129,663","Darkoo, One Acen",Gangsta,,,N
2019-11-14,48,"129,379",Lil Tecca,Ransom,,,N
2019-11-14,49,"123,858",Ed Sheeran,Take Me Back To London,Feat. Stormzy,,N
2019-11-14,50,"119,920",Sam Smith,How Do You Sleep?,,,N
2019-11-14,51,"119,588",Dan + Shay,"10,000 Hours",With Justin Bieber,,N
2019-11-14,52,"107,396",Mist,So High,Feat. Fredo,,N
2019-11-14,53,"107,083",Stormzy,Vossi Bop,,,N
2019-11-14,54,"104,285",Mariah Carey,All I Want For Christmas Is You,,,Y
2019-11-14,55,"103,597",Selena Gomez,Look At Her Now,,,N
2019-11-14,56,"103,411",Lewis Capaldi,Hold Me While You Wait,,,N
2019-11-14,57,"101,194","Krept Konan, D-block Europe, Ling Hussle",Tell Me,,,N
2019-11-14,58,"100,303",Endor,Pump It Up,,,N
2019-11-14,59,"99,921","Post Malone, Swae Lee",Sunflower - Spider-man: Into The Spider-verse,,,N
2019-11-14,60,"97,972",Aj Tracey,Floss,Feat. Mostack & Not3s,,N
2019-11-14,61,"97,022",Juice Wrld,Bandit,With Youngboy Never Broke Again,,N
2019-11-14,62,"96,850",Halsey,Graveyard,,,N
2019-11-14,63,"92,956","Sigala, Ella Henderson",We Got Love,,,N
2019-11-14,64,"92,263",Post Malone,Goodbyes,Feat. Young Thug,,N
2019-11-14,65,"91,131","Aj Tracey, Skepta",Kiss And Tell,,,N
2019-11-14,66,"90,728","M Huncho, Nafe Smallz",Thumb,,,N
2019-11-14,67,"90,326",Tom Walker,Better Half Of Me,,,N
2019-11-14,68,"90,136",Lizzo,Truth Hurts,,,N
2019-11-14,69,"90,110",Shaed,Trampoline,With Zayn,,N
2019-11-14,70,"89,508","Russ Millions, Tion Wayne, Aitch, Swarmz, Sav'o, Jay1",Keisha & Becky - Remix,,,N
2019-11-14,71,"89,170",Coldplay,Orphans,,,N
2019-11-14,72,"87,784",Wham!,Last Christmas,,,Y
2019-11-14,73,"87,720","Dave, Aj Tracey",Thiago Silva,,,N
2019-11-14,74,"86,143",Taylor Swift,Lover,Remix,[Feat. Shawn Mendes],N
2019-11-14,75,"85,135",Chris Brown,No Guidance,Feat. Drake,,N
2019-11-14,76,"81,719","Meduza, Goodboys",Piece Of Your Heart,,,N
2019-11-14,77,"80,022",The Killers,Mr. Brightside,,,N
2019-11-14,78,"79,589","Krept Konan, Wizkid",G Love,,,N
2019-11-14,79,"79,357",Raye,Love Me Again,With Jess Glynne,,N
2019-11-14,80,"79,242",Ant Saunders,Yellow Hearts,,,N
2019-11-14,81,"78,499","Y2k, Bbno$",Lalala,,,N
2019-11-14,82,"78,143",Nsg,Trust Issues,,,N
2019-11-14,83,"77,586","Lady Gaga, Bradley Cooper",Shallow,,,N
2019-11-14,84,"76,752",Normani,Motivation,,,N
2019-11-14,85,"76,671",D-block Europe,Home P*Ssy,,,N
2019-11-14,86,"76,311",Lil Tjay,F.N,,,N
2019-11-14,87,"75,871",Tory Lanez,Jerry Sprunger,With T-pain,,N
2019-11-14,88,"75,067",Post Malone,Take What You Want,Feat. Ozzy Osbourne & Travis Scott,,N
2019-11-14,89,"74,732",Lil Nas X,Panini,,,N
2019-11-14,90,"73,665","Dave, Fredo",Funky Friday,,,N
2019-11-14,91,"72,442",The Script,The Last Time,,,N
2019-11-14,92,"72,376",Ynw Melly,223's,Feat. 9lokknine,,N
2019-11-14,93,"72,357",Summer Walker,Playing Games,With Bryson Tiller,- Extended Version,N
2019-11-14,94,"71,934",Drake,Money In The Grave,Drake Ft. Rick Ross,,N
2019-11-14,95,"71,122",Lizzo,Good As Hell,,,N
2019-11-14,96,"70,812","Nsg, Tion Wayne",Options,,,N
2019-11-14,97,"70,621",Steel Banglez,Fashion Week,Feat. Aj Tracey & Mostack,,N
2019-11-14,98,"70,312",Stormzy,Wiley Flow,,,N
2019-11-14,99,"68,867",Lewis Capaldi,Grace,,,N
2019-11-14,100,"68,776",Young Thug,Hot,Remix,[Feat. Gunna And Travis Scott],N
2019-11-14,101,"68,082",Billie Eilish,When The Party's Over,,,N
2019-11-14,102,"67,541",Taylor Swift,Lover,,,N
2019-11-14,103,"67,295","Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,,,N
2019-11-14,104,"66,883",Lil Mosey,Stuck In A Dream,Feat. Gunna,,N
2019-11-14,105,"65,076",Ava Max,Sweet But Psycho,,,N
2019-11-14,106,"64,822",Lil Baby,Woah,,,N
2019-11-14,107,"63,872",Sam Smith,I Feel Love,,,N
2019-11-14,108,"63,866",Ariana Grande,Bad To You,With Normani & Nicki Minaj,,N
2019-11-14,109,"63,316","Major Lazer, Khalid, Death Stranding: Timefall, Diplo",Trigger,,,N
2019-11-14,110,"63,040",George Ezra,Shotgun,,,N
2019-11-14,111,"63,038",Post Malone,Wow.,,,N
2019-11-14,112,"62,956",Benny Blanco,Eastside,With Halsey & Khalid,,N
2019-11-14,113,"62,455",Ariana Grande,Don't Call Me Angel,Charlie's Angels,(With Miley Cyrus & Lana Del Rey),N
2019-11-14,114,"62,357",Billie Eilish,Lovely,With Khalid,,N
2019-11-14,115,"61,802",Ariana Grande,Santa Tell Me,,,Y
2019-11-14,116,"61,698",Freya Ridings,Castles,,,N
2019-11-14,117,"61,297",Queen,Bohemian Rhapsody - Remastered 2011,,,N
2019-11-14,118,"61,096",Oasis,Wonderwall - Remastered,,,N
2019-11-14,119,"60,868",Mabel,Mad Love,,,N
2019-11-14,120,"60,773",Mabel,Don't Call Me Up,,,N
2019-11-14,121,"60,727",James Arthur,Say You Won't Let Go,,,N
2019-11-14,122,"60,508","Hardy Caprio, Digdat",Guten Tag,,,N
2019-11-14,123,"59,550",Aj Tracey,Butterflies,Feat. Not3s,,N
2019-11-14,124,"58,491",Travis Scott,Sicko Mode,,,N
2019-11-14,125,"58,477",Dave,Disaster,Feat. J Hus,,N
2019-11-14,126,"58,313",Young Thug,The London,Feat. J. Cole & Travis Scott,,N
2019-11-14,127,"58,022","Marshmello, Bastille",Happier,,,N
2019-11-14,128,"57,271",Juice Wrld,Lucid Dreams,,,N
2019-11-14,129,"56,867",Tom Walker,Just You And I,,,N
2019-11-14,130,"56,845",Ariana Grande,7 Rings,,,N
2019-11-14,131,"56,435",Ariana Grande,Boyfriend,With Social House,,N
2019-11-14,132,"56,013",Billie Eilish,All The Good Girls Go To Hell,,,N
2019-11-14,133,"55,850",Jay1,Mocking It,,,N
2019-11-14,134,"55,536",Jax Jones,Harder,With Bebe Rexha,,N
2019-11-14,135,"55,377",Zedd,Good Thing,With Kehlani,,N
2019-11-14,136,"55,134",Ariana Grande,"Thank U, Next",,,N
2019-11-14,137,"55,038",Post Malone,Rockstar,Feat. 21 Savage,,N
2019-11-14,138,"55,018",Jonas Brothers,Sucker,,,N
2019-11-14,139,"55,016",Taylor Swift,You Need To Calm Down,,,N
2019-11-14,140,"54,833",Gerry Cinnamon,Sometimes,,,N
2019-11-14,141,"54,753",Ellie Goulding,Hate Me,With Juice Wrld,,N
2019-11-14,142,"54,630",Lil Tecca,Love Me,,,N
2019-11-14,143,"54,576",Michael Buble,It's Beginning To Look A Lot Like Christmas,,,Y
2019-11-14,144,"54,517","D-block Europe, Lil Baby",Nookie,,,N
2019-11-14,145,"54,491",Noah Cyrus,July,,,N
2019-11-14,146,"54,259","Sigala, Becky Hill",Wish You Well,,,N
2019-11-14,147,"54,188",Gerry Cinnamon,Belter,,,N
2019-11-14,148,"53,898",Drake,Behind Barz - Bonus,,,N
2019-11-14,149,"53,552",Dean Lewis,Be Alright,,,N
2019-11-14,150,"52,811",James Arthur,Quite Miss Home,,,N
2019-11-14,151,"52,638",Anne-marie,2002,,,N
2019-11-14,152,"52,601",The Pogues,Fairytale Of New York,Feat. Kirsty Maccoll,,Y
2019-11-14,153,"52,427",Vance Joy,Riptide,,,N
2019-11-14,154,"52,274",Post Malone,Hollywood's Bleeding,,,N
2019-11-14,155,"52,226",Post Malone,Saint-tropez,,,N
2019-11-14,156,"52,107",Tion Wayne,2 On 2 - Tion Wayne X Jay1,,,N
2019-11-14,157,"51,954",Doja Cat,Candy,,,N
2019-11-14,158,"51,715",Gerry Cinnamon,Canter,,,N
2019-11-14,159,"51,557",D-block Europe,Kitchen Kings,,,N
2019-11-14,160,"51,323",Queen,Don't Stop Me Now - Remastered 2011,,,N
2019-11-14,161,"51,222","Cadet, Deno",Advice,,,N
2019-11-14,162,"51,187",Bts,Make It Right,Feat. Lauv,,N
2019-11-14,163,"50,949",Ed Sheeran,Cross Me,Feat. Chance The Rapper & Pnb Rock,,N
2019-11-14,164,"50,788",Tame Impala,The Less I Know The Better,,,N
2019-11-14,165,"50,741",Billie Eilish,Bury A Friend,,,N
2019-11-14,166,"50,417",A Boogie Wit Da Hoodie,Swervin,Feat. 6ix9ine,,N
2019-11-14,167,"50,335",Katy Perry,Never Really Over,,,N
2019-11-14,168,"50,248",Elton John,Rocket Man,"I Think It's Going To Be A Long, Long Time",,N
2019-11-14,169,"50,165",Ed Sheeran,Shape Of You,,,N
2019-11-14,170,"50,158",Katy Perry,Harleys In Hawaii,,,N
2019-11-14,171,"50,044","Internet Money, Lil Tecca, A Boogie Wit Da Hoodie",Somebody,,,N
2019-11-14,172,"49,842",Fleetwood Mac,Everywhere - 2017 Remaster,,,N
2019-11-14,173,"49,840",Post Malone,Better Now,,,N
2019-11-14,174,"49,792",Oasis,Don't Look Back In Anger - Remastered,,,N
2019-11-14,175,"49,783",Band Aid,Do They Know It's Christmas? - 1984 Version,,,Y
2019-11-14,176,"49,711",Panic! At The Disco,High Hopes,,,N
2019-11-14,177,"49,702",Toto,Africa,,,N
2019-11-14,178,"49,679",Ali Gatie,It's You,,,N
2019-11-14,179,"49,648",Summer Walker,Come Thru,With Usher,,N
2019-11-14,180,"49,645",Becky Hill,I Could Get Used To This,With Weiss,,N
